Node,PageRank
30684216,1.386678779459007e-05
158535,1.386678779459007e-05
5887272,1.07864164526717e-05
9869952,1.07864164526717e-05
13450947,1.07864164526717e-05
15555513,1.07864164526717e-05
24658590,1.07864164526717e-05
27194631,1.07864164526717e-05
28291161,1.07864164526717e-05
31685223,1.07864164526717e-05
37299066,1.07864164526717e-05
51395238,1.07864164526717e-05
52689645,1.07864164526717e-05
408483,1.3855679354468997e-05
10477971,1.07864164526717e-05
10570047,1.07864164526717e-05
16449705,1.07864164526717e-05
22198848,1.07864164526717e-05
24693525,1.07864164526717e-05
25348254,1.07864164526717e-05
28155666,1.07864164526717e-05
43584654,1.07864164526717e-05
16356270,1.07864164526717e-05
12011373,1.07864164526717e-05
25764300,1.07864164526717e-05
23357532,1.07864164526717e-05
4345248,1.1564112771599282e-05
10701459,1.1564112771599282e-05
12286989,1.1564112771599282e-05
13674609,1.1564112771599282e-05
13947297,1.1564112771599282e-05
14262702,1.1564112771599282e-05
15025263,1.1564112771599282e-05
15668592,1.1564112771599282e-05
15761235,1.1564112771599282e-05
15912405,1.1564112771599282e-05
16366173,1.1564112771599282e-05
19061430,1.1564112771599282e-05
19340274,1.1564112771599282e-05
19533789,1.1564112771599282e-05
19889043,1.1564112771599282e-05
20330484,1.1564112771599282e-05
25130097,1.1564112771599282e-05
26259867,1.1564112771599282e-05
26716584,1.1564112771599282e-05
32606415,1.1564112771599282e-05
32875911,1.1564112771599282e-05
34883181,1.1564112771599282e-05
35211264,1.1564112771599282e-05
40882854,1.1564112771599282e-05
42204549,1.1564112771599282e-05
43334892,1.1564112771599282e-05
43799892,1.1564112771599282e-05
44435415,1.1564112771599282e-05
48045372,1.1564112771599282e-05
48807873,1.1564112771599282e-05
49597965,1.1564112771599282e-05
50177799,1.1564112771599282e-05
50537538,1.1564112771599282e-05
50684001,1.1564112771599282e-05
51097608,1.1564112771599282e-05
51678324,1.1564112771599282e-05
51810201,2.3063885275666517e-05
51937113,1.1564112771599282e-05
52462398,1.1564112771599282e-05
10844688,1.1564112771599282e-05
11669766,1.1564112771599282e-05
12092169,1.1564112771599282e-05
13537017,1.1564112771599282e-05
13668939,1.1564112771599282e-05
14580990,1.1564112771599282e-05
15957957,1.1564112771599282e-05
16980060,1.1564112771599282e-05
17122026,1.1564112771599282e-05
22455315,1.1564112771599282e-05
23057811,1.1564112771599282e-05
23656884,1.1564112771599282e-05
25430583,1.1564112771599282e-05
26497572,1.1564112771599282e-05
26785374,1.1564112771599282e-05
26975844,1.1564112771599282e-05
27865446,1.1564112771599282e-05
30453939,1.1564112771599282e-05
31669455,1.1564112771599282e-05
32424354,1.1564112771599282e-05
33618732,1.1564112771599282e-05
33756510,1.1564112771599282e-05
34935879,1.1564112771599282e-05
34985970,1.1564112771599282e-05
35239626,1.1564112771599282e-05
36252276,1.1564112771599282e-05
36671070,1.1564112771599282e-05
38035020,1.1564112771599282e-05
38173923,1.1564112771599282e-05
38986095,1.1564112771599282e-05
40382895,7.358693309123172e-05
41351340,1.1564112771599282e-05
42467544,1.1564112771599282e-05
44770986,1.1564112771599282e-05
49857036,1.1564112771599282e-05
29034774,1.1564112771599282e-05
42816741,1.1564112771599282e-05
15300273,1.1564112771599282e-05
28796952,1.1564112771599282e-05
51342678,1.1564112771599282e-05
33967710,1.1564112771599282e-05
7824057,1.1564112771599282e-05
17992659,1.1564112771599282e-05
30777681,1.1564112771599282e-05
41195679,1.1564112771599282e-05
11578815,1.1564112771599282e-05
33682317,1.1564112771599282e-05
45653712,1.4745448762261801e-05
24107052,1.1564112771599282e-05
74241,1.2241066112849677e-05
5088819,3.806005603212826e-05
10492920,1.2241066112849677e-05
12711771,8.425888967724526e-06
12727614,8.425888967724526e-06
13865364,8.425888967724526e-06
16571814,1.2241066112849677e-05
17441535,1.2241066112849677e-05
18193869,1.2241066112849677e-05
20165469,1.2241066112849677e-05
21529620,8.425888967724526e-06
32710389,1.2241066112849677e-05
33256884,1.2241066112849677e-05
41502846,1.7066529044179547e-05
43356066,1.2241066112849677e-05
44069595,1.706652904417955e-05
45159576,1.2241066112849677e-05
47552007,1.2241066112849677e-05
49053195,2.205256328392276e-05
52481547,1.2241066112849677e-05
3957141,1.2241066112849677e-05
5378745,1.2241066112849677e-05
9967680,1.2241066112849677e-05
10977741,1.2241066112849677e-05
11057898,1.2241066112849677e-05
13446330,1.2241066112849677e-05
13769451,1.2241066112849677e-05
14730483,1.2241066112849677e-05
21028224,1.2241066112849677e-05
24116796,1.2241066112849677e-05
26707593,8.425888967724526e-06
27407517,1.780657632021494e-05
36164148,1.2241066112849677e-05
39735018,3.4458522670363134e-05
39923598,1.2241066112849677e-05
40262457,1.2241066112849677e-05
41155866,1.2241066112849677e-05
44048682,1.2241066112849677e-05
45345507,1.2241066112849677e-05
46458177,8.425888967724526e-06
47149278,1.2241066112849677e-05
47858256,1.2241066112849677e-05
47909877,1.9406579081148098e-05
49296945,8.425888967724526e-06
14776557,8.425888967724526e-06
22447305,1.2241066112849677e-05
19692666,8.425888967724526e-06
17121996,1.2241066112849677e-05
52625235,1.2241066112849677e-05
22362702,8.425888967724526e-06
30007869,2.0442556498715557e-05
16568574,1.2241066112849677e-05
18453783,1.2241066112849677e-05
10750182,1.0392345301003477e-05
21048324,1.0392345301003477e-05
31488438,1.0392345301003477e-05
39712236,1.0392345301003477e-05
42094563,1.0392345301003477e-05
51930801,1.0392345301003477e-05
52764432,1.0392345301003477e-05
12928200,1.0392345301003477e-05
20317266,1.0392345301003477e-05
29877696,1.0392345301003477e-05
40328880,1.0392345301003477e-05
42258249,1.0392345301003477e-05
48411294,1.0392345301003477e-05
51244125,1.0392345301003477e-05
11052246,1.0392345301003477e-05
12399147,9.1147138124959e-06
24376356,9.1147138124959e-06
6763035,9.1147138124959e-06
17431173,9.1147138124959e-06
22639491,9.1147138124959e-06
40324182,9.1147138124959e-06
46574592,9.1147138124959e-06
4873290,1.1938424608992743e-05
7421886,1.1938424608992743e-05
10969065,1.1938424608992743e-05
11189196,1.1938424608992743e-05
11675175,1.1938424608992743e-05
11840706,1.1938424608992743e-05
12454917,1.1938424608992743e-05
14266530,1.1938424608992743e-05
14357472,1.1938424608992743e-05
14579181,1.1938424608992743e-05
14765502,1.1938424608992743e-05
15166899,1.1938424608992743e-05
16321800,1.1938424608992743e-05
17173479,1.792070448661745e-05
18128235,1.1938424608992743e-05
23410164,1.1938424608992743e-05
26111511,1.1938424608992743e-05
27525093,1.1938424608992743e-05
28018131,1.1938424608992743e-05
29622621,1.1938424608992743e-05
38725572,1.1938424608992743e-05
40655862,1.1938424608992743e-05
46295274,1.545403085567793e-05
48024933,1.1938424608992743e-05
49142703,1.1938424608992743e-05
51234411,1.1938424608992743e-05
51991500,1.1938424608992743e-05
52539369,1.1938424608992743e-05
53016669,1.1938424608992743e-05
805215,1.1938424608992743e-05
9466398,1.1938424608992743e-05
10660620,1.1938424608992743e-05
14670948,1.1938424608992743e-05
16782228,1.1938424608992743e-05
18174741,1.1938424608992743e-05
19829934,1.1938424608992743e-05
23638443,1.1938424608992743e-05
29139732,1.1938424608992743e-05
32495418,1.1938424608992743e-05
32597910,1.1938424608992743e-05
33689313,1.1938424608992743e-05
35878914,1.1938424608992743e-05
43288314,1.1938424608992743e-05
49069713,1.1938424608992743e-05
15460026,1.1938424608992743e-05
26500521,1.1938424608992743e-05
21769752,1.1938424608992743e-05
14041281,1.1938424608992743e-05
32579607,1.1938424608992743e-05
51673149,1.1938424608992743e-05
21359043,1.1938424608992743e-05
9333516,1.1938424608992743e-05
1071441,1.0814814708072808e-05
2136849,1.0814814708072808e-05
2599524,1.0814814708072808e-05
7802886,4.128928997806145e-06
9061542,1.0814814708072808e-05
17317005,4.128928997806145e-06
18138192,1.0814814708072808e-05
20789175,1.0814814708072808e-05
22360383,1.0814814708072808e-05
22788444,4.8010391314458375e-06
25652055,1.0814814708072808e-05
30566646,9.367722043873532e-06
35372712,8.304199933341071e-06
38512224,1.0814814708072808e-05
42428493,9.367722043873532e-06
43584432,1.0814814708072808e-05
44170311,1.0814814708072808e-05
44849088,1.0814814708072808e-05
45547122,1.0814814708072808e-05
47639907,1.0814814708072808e-05
49556238,6.13516786572102e-06
3718620,8.304199933341071e-06
11016162,8.304199933341071e-06
13131303,8.304199933341071e-06
14513679,8.304199933341071e-06
15066462,4.128928997806145e-06
15138516,8.304199933341071e-06
15780309,1.0814814708072808e-05
16336701,1.0814814708072808e-05
17481726,9.367722043873532e-06
19944789,1.3578188137930674e-05
21766917,9.367722043873532e-06
22967061,8.304199933341071e-06
24882678,8.304199933341071e-06
27249597,9.367722043873532e-06
38247165,4.128928997806145e-06
38546523,1.0814814708072808e-05
45031380,8.304199933341071e-06
47118990,3.1116495291386123e-06
50042718,8.304199933341071e-06
50673261,1.0814814708072808e-05
51881262,1.0814814708072808e-05
52807662,9.367722043873532e-06
52907301,4.8010391314458375e-06
52909137,1.0814814708072808e-05
38893974,1.0814814708072808e-05
23023596,4.128928997806145e-06
29717214,9.367722043873532e-06
35050077,5.59155584024208e-06
14617617,1.1433539193151078e-05
43073049,1.0814814708072808e-05
10349064,1.0814814708072808e-05
4588575,1.14593637016592e-05
4918866,1.14593637016592e-05
13874223,1.14593637016592e-05
14183169,1.14593637016592e-05
14603814,1.14593637016592e-05
15534219,1.14593637016592e-05
16744764,1.14593637016592e-05
17768343,1.14593637016592e-05
32901882,1.14593637016592e-05
34987350,1.14593637016592e-05
35460732,1.14593637016592e-05
39489684,1.14593637016592e-05
40253976,1.14593637016592e-05
40821573,1.14593637016592e-05
46920570,1.14593637016592e-05
47723157,1.14593637016592e-05
48099192,1.14593637016592e-05
49097868,1.159994915450276e-05
51486069,1.14593637016592e-05
53040387,1.14593637016592e-05
5462130,1.14593637016592e-05
12277350,1.14593637016592e-05
18074697,2.0942620540879126e-05
18372249,1.14593637016592e-05
21330861,1.14593637016592e-05
22115997,2.1305470200389617e-05
22162596,1.14593637016592e-05
23348934,1.14593637016592e-05
31181808,1.14593637016592e-05
32565006,1.14593637016592e-05
34805349,1.14593637016592e-05
40195143,1.8780308952753985e-05
50085066,1.14593637016592e-05
24321228,2.0119959222487425e-05
35750805,1.14593637016592e-05
1238469,1.2473108163913599e-05
2342706,1.2473108163913599e-05
2749161,1.2473108163913599e-05
2955999,1.2473108163913599e-05
3571923,1.2473108163913599e-05
3908958,1.2473108163913599e-05
4629363,1.2473108163913599e-05
5951961,1.2473108163913599e-05
6988710,1.2473108163913599e-05
7605720,1.2473108163913599e-05
8789796,1.2473108163913599e-05
9371028,1.2473108163913599e-05
9881358,1.2473108163913599e-05
10033398,1.2473108163913599e-05
10096737,1.2473108163913599e-05
10381527,1.2473108163913599e-05
10579410,1.2473108163913599e-05
10600335,1.2473108163913599e-05
11010915,1.2473108163913599e-05
11449827,1.2473108163913599e-05
11922120,1.2473108163913599e-05
12065421,1.2473108163913599e-05
12634449,1.2473108163913599e-05
12755046,1.2473108163913599e-05
12798876,1.2473108163913599e-05
13012764,1.2473108163913599e-05
13108197,1.2473108163913599e-05
13195701,1.2473108163913599e-05
13420839,1.2473108163913599e-05
14240661,1.2473108163913599e-05
14527155,1.2473108163913599e-05
14578920,1.2473108163913599e-05
14799348,1.2473108163913599e-05
15062292,1.2473108163913599e-05
15121032,1.2473108163913599e-05
15294546,1.2473108163913599e-05
15379071,1.2473108163913599e-05
15651543,1.2473108163913599e-05
15800496,1.2473108163913599e-05
15991389,1.2473108163913599e-05
16506516,1.2473108163913599e-05
16758996,1.2473108163913599e-05
17449347,1.2473108163913599e-05
18268038,1.2473108163913599e-05
18302535,1.2473108163913599e-05
18311670,1.2473108163913599e-05
18518616,1.2473108163913599e-05
19966581,1.2473108163913599e-05
20873631,1.2473108163913599e-05
20944683,1.2473108163913599e-05
22061814,1.2473108163913599e-05
22092633,1.2473108163913599e-05
22431345,2.0072589819438052e-05
22854297,1.2473108163913599e-05
23727996,1.2473108163913599e-05
23865138,1.2473108163913599e-05
24018669,1.2473108163913599e-05
24091179,1.2473108163913599e-05
24184698,1.2473108163913599e-05
24291165,1.2473108163913599e-05
25446897,1.2473108163913599e-05
26061390,1.2473108163913599e-05
26796648,1.2473108163913599e-05
26973996,1.2473108163913599e-05
27355569,1.2473108163913599e-05
27957579,1.2473108163913599e-05
28003305,1.2473108163913599e-05
28027014,1.2473108163913599e-05
28070469,1.2473108163913599e-05
29146224,1.2473108163913599e-05
29303859,1.2473108163913599e-05
29709279,1.2473108163913599e-05
30920589,1.2473108163913599e-05
31338720,1.2473108163913599e-05
32213550,1.2473108163913599e-05
33482388,1.2473108163913599e-05
35346618,1.2473108163913599e-05
35400822,1.2473108163913599e-05
35406558,1.2473108163913599e-05
36696348,1.2473108163913599e-05
36998547,1.2473108163913599e-05
37225455,1.2473108163913599e-05
37407951,1.2473108163913599e-05
37802691,1.2473108163913599e-05
37852314,1.2473108163913599e-05
37913244,1.2473108163913599e-05
38142864,1.2473108163913599e-05
38695710,1.2473108163913599e-05
39511410,1.2473108163913599e-05
40243377,1.2473108163913599e-05
40706799,1.2473108163913599e-05
40899939,1.2473108163913599e-05
41136624,1.2473108163913599e-05
42271566,1.2473108163913599e-05
42298044,1.2473108163913599e-05
42422838,1.2473108163913599e-05
43412178,1.2473108163913599e-05
44376756,1.2473108163913599e-05
45017208,1.2473108163913599e-05
45409311,1.2473108163913599e-05
45834288,1.2473108163913599e-05
45869661,1.2473108163913599e-05
45972648,1.2473108163913599e-05
46152240,1.2473108163913599e-05
46172208,1.2473108163913599e-05
46486566,1.2473108163913599e-05
46931073,1.2473108163913599e-05
47077647,1.2473108163913599e-05
47574240,1.2473108163913599e-05
47639877,1.2473108163913599e-05
47661465,1.2473108163913599e-05
47967417,1.2473108163913599e-05
48633672,1.2473108163913599e-05
48705141,1.2473108163913599e-05
48804006,1.2473108163913599e-05
49170381,1.2473108163913599e-05
49522638,1.2473108163913599e-05
49655232,1.2473108163913599e-05
50671218,1.2473108163913599e-05
51160734,1.2473108163913599e-05
51550221,1.2473108163913599e-05
51971835,1.2473108163913599e-05
52984947,1.2473108163913599e-05
53044782,1.2473108163913599e-05
53076858,1.2473108163913599e-05
111897,1.2473108163913599e-05
165888,1.2473108163913599e-05
303948,1.2473108163913599e-05
830556,1.2473108163913599e-05
1026678,1.2473108163913599e-05
1139541,1.2473108163913599e-05
1187331,1.2473108163913599e-05
1321638,1.2473108163913599e-05
2172390,1.2473108163913599e-05
2414454,1.2473108163913599e-05
2488965,1.2473108163913599e-05
3182934,1.2473108163913599e-05
3280227,1.2473108163913599e-05
3374208,1.2473108163913599e-05
4018338,1.2473108163913599e-05
4162317,1.2473108163913599e-05
4821465,1.2473108163913599e-05
5640303,1.2473108163913599e-05
5690793,1.2473108163913599e-05
7015437,1.2473108163913599e-05
7463322,1.2473108163913599e-05
7980066,1.2473108163913599e-05
8217162,1.2473108163913599e-05
8554530,1.2473108163913599e-05
9612384,1.2473108163913599e-05
9891123,1.2473108163913599e-05
10176435,1.2473108163913599e-05
10357365,1.2473108163913599e-05
10866858,1.2473108163913599e-05
10912836,1.2473108163913599e-05
11489007,1.2473108163913599e-05
11546016,1.2473108163913599e-05
11553876,1.2473108163913599e-05
11680620,1.2473108163913599e-05
11855217,2.6103606986667587e-05
11856369,1.2473108163913599e-05
11892861,1.2473108163913599e-05
12607035,1.2473108163913599e-05
13225554,1.2473108163913599e-05
13265031,1.2473108163913599e-05
13268634,1.2473108163913599e-05
13810773,1.2473108163913599e-05
13855374,1.2473108163913599e-05
13970625,1.2473108163913599e-05
14045037,1.2473108163913599e-05
14107647,1.2473108163913599e-05
14172090,1.2473108163913599e-05
14184543,1.2473108163913599e-05
14187516,1.2473108163913599e-05
14651940,1.2473108163913599e-05
14725146,1.2473108163913599e-05
14819691,1.2473108163913599e-05
14973009,1.2473108163913599e-05
14993193,1.2473108163913599e-05
15040428,1.2473108163913599e-05
15149610,1.2473108163913599e-05
15407187,1.2473108163913599e-05
15814023,1.2473108163913599e-05
16021026,1.2473108163913599e-05
16081650,1.2473108163913599e-05
16536447,1.2473108163913599e-05
17409348,1.2473108163913599e-05
17737128,1.2473108163913599e-05
18981999,1.2473108163913599e-05
19535073,1.2473108163913599e-05
20149704,1.2473108163913599e-05
20246175,1.2473108163913599e-05
20928009,1.2473108163913599e-05
21055695,1.2473108163913599e-05
21252042,1.2473108163913599e-05
21594447,1.2473108163913599e-05
21719247,1.2473108163913599e-05
21835002,1.2473108163913599e-05
22249341,1.2473108163913599e-05
22801872,1.2473108163913599e-05
22826274,1.2473108163913599e-05
22965303,1.2473108163913599e-05
23501253,1.2473108163913599e-05
24146730,1.2473108163913599e-05
25653924,1.2473108163913599e-05
27703485,1.2473108163913599e-05
28128165,1.2473108163913599e-05
28359129,1.2473108163913599e-05
28822764,1.2473108163913599e-05
29563038,1.2473108163913599e-05
29664792,1.2473108163913599e-05
31066182,1.2473108163913599e-05
31405218,1.2473108163913599e-05
31543959,1.2473108163913599e-05
32073885,1.2473108163913599e-05
32403606,1.2473108163913599e-05
33568821,1.2473108163913599e-05
33842214,1.2473108163913599e-05
35687469,1.2473108163913599e-05
35790180,1.2473108163913599e-05
35817660,1.2473108163913599e-05
35890290,1.2473108163913599e-05
36193344,1.2473108163913599e-05
36548076,1.2473108163913599e-05
36729084,1.2473108163913599e-05
38199615,1.2473108163913599e-05
38470248,1.2473108163913599e-05
38858412,1.2473108163913599e-05
39330879,1.2473108163913599e-05
39452610,1.2473108163913599e-05
40037559,1.2473108163913599e-05
40614342,1.2473108163913599e-05
40725990,1.2473108163913599e-05
40885425,1.2473108163913599e-05
41910486,1.2473108163913599e-05
42379737,1.2473108163913599e-05
42511101,1.2473108163913599e-05
43349880,1.2473108163913599e-05
43421226,2.3788359937980994e-05
43476312,1.2473108163913599e-05
43550967,1.2473108163913599e-05
44133171,1.2473108163913599e-05
44515575,1.2473108163913599e-05
44685012,1.2473108163913599e-05
44716503,1.2473108163913599e-05
44840445,1.2473108163913599e-05
46287519,1.2473108163913599e-05
47373933,1.2473108163913599e-05
47493318,1.2473108163913599e-05
47526084,1.2473108163913599e-05
47787102,1.2473108163913599e-05
47888022,1.2473108163913599e-05
48225372,1.2473108163913599e-05
48341460,1.2473108163913599e-05
48384564,1.2473108163913599e-05
48435360,1.2473108163913599e-05
48791547,1.2473108163913599e-05
49504692,1.2473108163913599e-05
49688661,1.2473108163913599e-05
50293989,1.2473108163913599e-05
50388603,1.2473108163913599e-05
50494827,1.2473108163913599e-05
50634888,1.2473108163913599e-05
50714511,1.2473108163913599e-05
50790060,1.2473108163913599e-05
50798076,1.2473108163913599e-05
51261975,1.2473108163913599e-05
51486000,1.2473108163913599e-05
51622548,1.2473108163913599e-05
51927951,1.2473108163913599e-05
51987225,1.2473108163913599e-05
52173342,1.2473108163913599e-05
52177563,1.2473108163913599e-05
52250208,1.2473108163913599e-05
6155940,1.2473108163913599e-05
13847277,1.2473108163913599e-05
23331138,1.2473108163913599e-05
44694288,1.2473108163913599e-05
21879729,1.2473108163913599e-05
14810514,1.2473108163913599e-05
25926363,1.2473108163913599e-05
37852698,1.2473108163913599e-05
29584086,1.2473108163913599e-05
8187645,1.2473108163913599e-05
21889152,1.2473108163913599e-05
8337471,1.2473108163913599e-05
13329156,1.2473108163913599e-05
4326969,1.2473108163913599e-05
29603661,1.2473108163913599e-05
48170880,1.2473108163913599e-05
14148267,1.2473108163913599e-05
17414835,1.2473108163913599e-05
12042936,1.2473108163913599e-05
889002,1.2473108163913599e-05
23780838,1.2473108163913599e-05
2395977,1.2473108163913599e-05
40830945,1.2473108163913599e-05
53079708,1.2473108163913599e-05
42616047,1.2473108163913599e-05
15997080,1.2473108163913599e-05
35750631,1.2473108163913599e-05
6770442,1.2473108163913599e-05
52237953,1.2473108163913599e-05
14574885,1.2473108163913599e-05
23034237,1.2473108163913599e-05
49635357,1.2473108163913599e-05
21191127,1.8518508575894757e-05
9787917,1.2947897607985798e-05
27937263,7.440864634031681e-06
36780507,7.440864634031681e-06
42212160,7.440864634031681e-06
18470220,7.909759335701112e-06
31117560,7.909759335701112e-06
45538116,7.909759335701112e-06
47494911,7.909759335701112e-06
11162895,7.909759335701112e-06
11666130,7.909759335701112e-06
23937987,7.909759335701112e-06
25508478,2.8550955880851827e-05
32403786,7.909759335701112e-06
42972525,7.909759335701112e-06
48442086,7.909759335701112e-06
1138773,7.909759335701112e-06
8953458,1.185074566113124e-05
12054789,1.185074566113124e-05
12090663,1.185074566113124e-05
14405187,1.185074566113124e-05
14411463,1.896154200478397e-05
15171333,1.185074566113124e-05
15572136,1.185074566113124e-05
15669804,1.185074566113124e-05
15925536,1.8655456384533697e-05
16944126,1.185074566113124e-05
22972806,1.185074566113124e-05
23347257,1.185074566113124e-05
23599641,1.185074566113124e-05
25559622,1.185074566113124e-05
26461296,1.185074566113124e-05
26712264,1.185074566113124e-05
33728871,1.185074566113124e-05
34148877,2.3036603970155153e-05
35171316,2.5362813732731014e-05
35569281,1.185074566113124e-05
36666408,1.185074566113124e-05
37637835,1.185074566113124e-05
46364778,2.3237781462638074e-05
47728263,1.185074566113124e-05
47806887,1.185074566113124e-05
50346648,1.185074566113124e-05
50781801,1.185074566113124e-05
